movieId,imdbId,tmdbId
5644,0035211,19140
5646,0098575,37606
5649,0051554,11868
5650,0086373,12921
5651,0058230,19953
5657,0099581,12719
5663,0276816,12590
5664,0297037,37964
5665,0211465,7501
5666,0292644,1809
5667,0283084,13768
5668,0283139,10994
5669,0310793,1430
5670,0328962,19973
5672,0313487,12600
5673,0272338,8051
5675,0291502,12779
5678,0227984,1613
5679,0298130,565
5680,0298744,14112
5682,0252480,15192
5684,0145937,21925
5685,0296166,30309
5688,0212604,20861
5689,0101453,12647
5690,0095327,12477
5693,0076666,11009
5694,0086361,10805
5696,0081696,17496
5699,0080031,5917
5700,0081693,31278
5704,0081764,44932
5706,0081964,30709
5707,0081974,19429
5710,0082045,11340
5712,0082085,11644
5720,0085327,6399
5721,0082175,25773
5723,0082200,26560
5733,0082353,31679
5735,0077533,12237
5736,0121261,15901
5741,0082370,12579
5742,0082382,85058
5745,0082405,25113
5746,0082431,28893
5747,0082432,11646
5749,0082449,24634
5752,0082477,21764
5755,0082498,37936
5764,0082677,21874
5767,0082755,31407
5768,0082763,16471
5771,0082782,39874
5772,0082783,25468
5773,0082801,19507
5779,0082910,31646
5780,0082926,14269
5782,0082949,1672
5784,0288477,9645
5785,0322802,9012
5786,0259484,13098
5787,0270707,13440
5788,0286261,12454
5791,0120679,1360
5792,0299117,13441
5796,0061452,12208
5797,0087075,11905
5799,0053804,1941
5801,0060921,31918
5802,0058756,19662
5803,0297181,8427
5804,0304669,9021
5809,0280665,9280
5810,0298203,65
5812,0297884,10712
5816,0295297,672
5817,0273435,16351
5818,0313196,542
5820,0314725,30192
5826,0042895,11617
5828,0118735,81530
5829,0263734,34341
5833,0280609,11880
5836,0051745,1377
5838,0102368,2528
5839,0099669,12716
5840,0099266,12717
5841,0102782,13888
5843,0103112,10750
5847,0082970,25566
5849,0081427,13386
5853,0081455,9538
5856,0083089,49934
5863,0083163,42371
5867,0083190,11524
5872,0246460,36669
5873,0283530,17187
5874,0293815,10426
5875,0295238,32625
5876,0258068,8198
5878,0287467,64
5879,0271263,13376
5880,0283160,15074
5881,0307479,2103
5882,0133240,9016
5883,0283632,16028
5884,0103959,27070
5888,0118767,20992
5889,0090368,66091
5890,0279064,6007
5891,0077713,25239
5893,0110308,25284
5896,0213121,35612
5899,0058777,14433
5900,0289848,9932
5901,0262396,13369
5902,0268126,2757
5903,0238380,7299
5909,0290329,4241
5912,0083271,22257
5915,0083284,17360
5919,0083557,38849
5922,0080393,29743
5925,0083629,40219
5927,0083642,16363
5929,0083686,171
5932,0083702,42124
5938,0083806,17590
5941,0303933,13497
5942,0302640,11852
5943,0252076,7303
5944,0253754,201
5945,0257360,2755
5947,0298856,21868
5949,0220580,10856
5951,0300214,18602
5952,0167261,121
5953,0245929,25838
5954,0307901,1429
5955,0168786,13435
5956,0217505,3131
5957,0313737,2642
5959,0272207,11022
5961,0099160,9491
5962,0106453,2149
5963,0054743,20139
5965,0075968,19067
5968,0100143,14931
5969,0110613,11317
5970,0102492,4032
5971,0096283,8392
5974,0033152,12232
5975,0049934,11706
5979,0050147,26946
5980,0071222,16938
5984,0073115,4561
5986,0068575,16993
5988,0091814,21332
5989,0264464,640
5990,0255477,10599
5991,0299658,1574
5992,0274558,590
5993,0290210,13560
5994,0309912,29339
5995,0253474,423
5999,0119273,16225
6001,0085794,262
6002,0282698,15395
6003,0290538,4912
6005,0330069,23626
6006,0305711,12090
6009,0246498,36273
6012,0295289,9582
6013,0257568,10628
6014,0271668,11078
6016,0317248,598
6020,0026056,43886
6021,0075675,11222
6022,0103671,13199
6023,0057869,8073
6025,0106500,15278
6027,0101748,14667
6030,0056023,15734
6031,0052918,34148
6033,0102500,53027
6035,0029453,26252
6036,0089981,24742
6039,0088414,5968
