movieId,title,genres
1302,Field of Dreams (1989),Children|Drama|Fantasy
1303,Man Who Would Be King, The (1975),Adventure|Drama
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1305,Paris, Texas (1984),Drama|Romance
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi
1307,When Harry Met Sally... (1989),Comedy|Romance
1310,Hype! (1996),Documentary
1312,Female Perversions (1996),Drama
1318,Blue Juice (1995),Comedy|Drama
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1321,American Werewolf in London, An (1981),Comedy|Horror|Thriller
1322,Amityville 1992: It's About Time (1992),Horror
1323,Amityville 3-D (1983),Horror
1324,Amityville: Dollhouse (1996),Horror
1325,Amityville: A New Generation (1993),Horror
1326,Amityville II: The Possession (1982),Horror
1327,Amityville Horror, The (1979),Drama|Horror|Mystery|Thriller
1328,Amityville Curse, The (1990),Horror
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
1330,April Fool's Day (1986),Horror
1331,Audrey Rose (1977),Horror
1332,Believers, The (1987),Horror|Thriller
1333,Birds, The (1963),Horror|Thriller
1334,Blob, The (1958),Horror|Sci-Fi
1335,Blood Beach (1981),Horror|Mystery
1336,Body Parts (1991),Horror|Thriller
1337,Body Snatcher, The (1945),Drama|Horror|Thriller
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1340,Bride of Frankenstein, The (Bride of Frankenstein) (1935),Drama|Horror|Sci-Fi
1341,Burnt Offerings (1976),Horror
1342,Candyman (1992),Horror|Thriller
1343,Cape Fear (1991),Thriller
1344,Cape Fear (1962),Crime|Drama|Thriller
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1346,Cat People (1982),Drama|Fantasy|Horror
1347,Nightmare on Elm Street, A (1984),Horror|Thriller
1348,Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922),Horror
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
1350,Omen, The (1976),Horror|Mystery|Thriller
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller
1352,Albino Alligator (1996),Crime|Thriller
1353,Mirror Has Two Faces, The (1996),Comedy|Drama|Romance
1354,Breaking the Waves (1996),Drama|Mystery
1355,Nightwatch (1997),Horror|Thriller
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1357,Shine (1996),Drama|Romance
1358,Sling Blade (1996),Drama
1359,Jingle All the Way (1996),Children|Comedy
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1363,Preacher's Wife, The (1996),Drama
1365,Ridicule (1996),Drama
1366,Crucible, The (1996),Drama
1367,101 Dalmatians (1996),Adventure|Children|Comedy
1370,Die Hard 2 (1990),Action|Adventure|Thriller
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
