movieId,imdbId,tmdbId
67665,1157605,18094
67695,1197628,16991
67734,1091722,16614
67788,1093908,20048
67799,1234541,16258
67888,0026676,55773
67923,1013752,13804
67997,1226774,19833
68073,1131729,18947
68135,0974661,16996
68157,0361748,16869
68159,0473705,16995
68194,1226271,21641
68205,1121931,15092
68237,1182345,17431
68269,0962736,18320
68319,0458525,2080
68347,1127715,21191
68358,0796366,13475
68444,0460810,16279
68480,0079718,11160
68486,1326972,15384
68522,0393597,10946
68536,0278736,30416
68552,0924129,15577
68554,0808151,13448
68597,0070653,42738
68600,0787470,14141
68650,1032819,17740
68659,0489049,13532
68791,0438488,534
68793,1078912,18360
68835,0476991,19375
68848,0844286,21755
68872,0038823,8429
68886,0478724,19955
68932,0821642,17332
68945,0169880,21832
68952,1127180,16871
68954,1049413,14160
68959,0485323,14003
69069,1083456,17927
69118,0910905,13975
69122,1119646,18785
69131,0443559,16164
69134,0870984,17609
69140,0479760,37924
69211,0415679,27134
69224,0119620,64968
69227,0106827,34300
69251,0479162,13856
69275,1278340,14451
69278,0457400,18162
69304,0780567,19724
69306,1111422,18487
69394,1277737,33409
69406,1041829,18240
69436,1045778,17610
69453,0073260,27085
69469,1389762,19508
69481,0887912,12162
69495,0910847,16240
69516,1135092,8284
69524,0772251,62128
69526,1055369,8373
69529,1014762,62320
69604,1178663,19265
69606,0821640,12556
69640,1152836,11322
69644,1080016,8355
69654,1131748,176241
69685,0285627,24232
69712,1078588,10024
69720,0475298,15423
69746,1295071,16440
69757,1022603,19913
69784,0889583,18480
69805,1146438,14728
69844,0417741,767
69849,0075572,67479
69860,0901481,14687
69904,0470055,9592
69951,1054606,8054
69953,1278293,19929
69988,1334537,23720
70015,1194238,22302
70159,1148204,21208
70183,1142988,20943
70206,0844479,21407
70208,0971209,12403
70286,1136608,17654
70293,1135503,24803
70301,1198138,17335
70305,1075417,13836
70334,1114677,18126
70336,1046173,14869
70361,1160368,17134
70451,1029235,13752
70492,0028510,40743
70521,1117666,19422
70533,0923811,15137
70545,0848281,11115
70565,1092633,19905
70599,0452694,24420
70637,0830570,31216
70641,1151922,19556
70663,1032815,19840
70687,1331064,25183
70697,0436339,19585
70703,0103962,41682
70708,0964185,11928
70728,1172570,18533
70862,1229360,22492
70932,0865559,23049
70946,0105643,26914
70984,1127896,26320
70990,0116607,35203
70994,1311067,24150
71033,1305806,25376
71057,0472033,12244
71106,0910554,22494
71108,1149362,37903
71129,1384590,17445
71131,1000764,63581
71135,1188729,19898
71147,0048394,72083
71156,1234548,10313
71160,1323925,17632
71205,1131734,19994
71211,1130080,11323
71248,1225822,12569
71252,1144884,19912
71254,1034032,18501
71264,0844471,22794
71268,1385912,26367
71282,1286537,18570
71302,0051380,18724
71304,0762073,22536
71327,0810784,29963
71341,0450336,30685
71379,1179904,23827
71429,1262981,20178
71438,1087578,25050
71453,0041842,91262
71462,1313104,23128
71464,1019452,12573
71466,1174730,28053
71468,1071804,24869
71484,0985058,36800
71494,0419724,23127
71500,0862856,23202
71518,1172233,22798
71520,1058017,23082
71530,0986263,19959
71535,1156398,19908
