movieId,title,genres
5644,Pride of the Yankees, The (1942),Drama
5646,Valmont (1989),Drama|Romance
5649,Horror of Dracula (Dracula) (1958),Horror
5650,Strange Brew (1983),Comedy
5651,Incredible Mr. Limpet, The (1964),Animation|Comedy|War
5657,Flashback (1990),Action|Adventure|Comedy|Crime|Drama
5663,Below (2002),Horror
5664,Brown Sugar (2002),Romance
5665,Knockaround Guys (2002),Action|Comedy|Crime
5666,Rules of Attraction, The (2002),Comedy|Drama|Romance|Thriller
5667,Tuck Everlasting (2002),Drama|Fantasy
5668,White Oleander (2002),Drama
5669,Bowling for Columbine (2002),Documentary
5670,Comedian (2002),Comedy|Documentary
5672,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),Adventure|Animation|Children|Fantasy
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
5675,Swept Away (2002),Comedy|Romance
5678,Formula 51 (2001),Action|Comedy|Crime|Thriller
5679,Ring, The (2002),Horror|Mystery|Thriller
5680,Auto Focus (2002),Crime|Drama
5682,Grey Zone, The (2001),Drama
5684,Naqoyqatsi (2002),Documentary
5685,Real Women Have Curves (2002),Comedy|Drama
5688,Tully (2000),Drama
5689,Billy Bathgate (1991),Crime|Drama
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
5693,Saturday Night Fever (1977),Comedy|Drama|Romance
5694,Staying Alive (1983),Comedy|Drama|Musical
5696,Urban Cowboy (1980),Drama
5699,Tom Horn (1980),Western
5700,The Pumaman (1980),Action|Adventure|Fantasy|Sci-Fi
5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Horror|Sci-Fi
5706,...All the Marbles (1981),Comedy|Drama
5707,Absence of Malice (1981),Drama|Romance
5710,Banana Joe (1981),Comedy
5712,Blow Out (1981),Mystery|Thriller
5720,Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981),Action|Adventure|Comedy
5721,Chosen, The (1981),Drama
5723,Continental Divide (1981),Comedy|Romance
5733,Eyewitness (Janitor, The) (1981),Thriller
5735,Faces of Death (1978),Documentary|Horror
5736,Faces of Death 3 (1985),Documentary|Horror
5741,Woman Next Door, The (Femme d'à côté, La) (1981),Drama|Romance
5742,First Monday in October (1981),Comedy|Drama
5745,Four Seasons, The (1981),Comedy|Drama
5746,Galaxy of Terror (Quest) (1981),Action|Horror|Mystery|Sci-Fi
5747,Gallipoli (1981),Drama|War
5749,Ghost Story (1981),Drama|Horror
5752,Gregory's Girl (1981),Comedy|Romance
5755,Happy Birthday to Me (1981),Horror|Mystery
5764,Looker (1981),Drama|Horror|Sci-Fi|Thriller
5767,Teddy Bear (Mis) (1981),Comedy|Crime
5768,Modern Problems (1981),Comedy|Fantasy
5771,My Bloody Valentine (1981),Drama|Horror|Thriller
5772,My Dinner with André (1981),Drama
5773,Neighbors (1981),Comedy
5779,Piranha II: The Spawning (1981),Horror|Sci-Fi
5780,Polyester (1981),Comedy
5782,Professional, The (Le professionnel) (1981),Action|Drama|Thriller
5784,Ghost Ship (2002),Horror
5785,Jackass: The Movie (2002),Action|Comedy|Documentary
5786,Paid in Full (2002),Action|Drama
5787,Truth About Charlie, The (2002),Mystery|Thriller
5788,All or Nothing (2002),Drama
5791,Frida (2002),Drama|Romance
5792,Roger Dodger (2002),Comedy|Drama
5796,Casino Royale (1967),Action|Adventure|Comedy
5797,Company of Wolves, The (1984),Fantasy|Horror
5799,Exodus (1960),Drama|Romance|War
5801,Russians Are Coming, the Russians Are Coming, The (1966),Comedy|War
5802,World of Henry Orient, The (1964),Comedy
5803,I Spy (2002),Action|Adventure|Comedy|Crime
5804,Santa Clause 2, The (2002),Children|Comedy|Fantasy|Romance
5809,Femme Fatale (2002),Crime|Thriller
5810,8 Mile (2002),Drama
5812,Far from Heaven (2002),Drama|Romance
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
5817,Ararat (2002),Drama|War
5818,Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002),Drama|Romance
5820,Standing in the Shadows of Motown (2002),Documentary|Musical
5826,Rio Grande (1950),Romance|Western
5828,Blackrock (1997),Drama|Thriller
5829,Men with Brooms (2002),Comedy|Drama|Romance
5833,Dog Soldiers (2002),Action|Horror
5836,Houseboat (1958),Comedy|Romance
5838,Madame Bovary (1991),Drama
5839,My Father's Glory (La gloire de mon père) (1990),Adventure|Drama
5840,My Mother's Castle (Château de ma mère, Le) (1990),Comedy|Drama
5841,Return to the Blue Lagoon (1991),Adventure|Romance
5843,Toy Soldiers (1991),Action|Drama
5847,Ragtime (1981),Drama
5849,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy
5853,Scanners (1981),Horror|Sci-Fi|Thriller
5856,Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981),Comedy|Drama|Romance
5863,Take This Job and Shove It (1981),Comedy
5867,Thief (1981),Crime|Drama|Thriller
5872,Die Another Day (2002),Action|Adventure|Thriller
5873,The Emperor's Club (2002),Drama
5874,Friday After Next (2002),Comedy
5875,Personal Velocity (2002),Drama
5876,Quiet American, The (2002),Drama|Thriller|War
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical
5880,Extreme Ops (2002),Action|Adventure|Crime|Thriller
5881,Solaris (2002),Drama|Romance|Sci-Fi
5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX
5883,They (2002),Horror|Thriller
5884,Chopper Chicks in Zombietown (1989),Comedy|Horror
5888,Brother (Brat) (1997),Crime|Drama
5889,Cruel Romance, A (Zhestokij Romans) (1984),Drama|Romance
5890,Elling (2001),Comedy|Drama
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller
5893,Last Seduction, The (1994),Crime|Drama|Thriller
5896,New Waterford Girl (1999),Comedy
5899,Zulu (1964),Action|Drama|War
5900,Analyze That (2002),Comedy|Crime
5901,Empire (2002),Crime|Drama
5902,Adaptation (2002),Comedy|Drama|Romance
5903,Equilibrium (2002),Action|Sci-Fi|Thriller
5909,Visitor Q (Bizita Q) (2001),Comedy|Drama|Horror
5912,Hit the Bank (Vabank) (1981),Comedy|Crime
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
5919,Android (1982),Sci-Fi
5922,Attila (Attila Flagello di Dio) (1982),Action
5925,Beast Within, The (1982),Horror
