movieId,title,genres
67665,Anvil! The Story of Anvil (2008),Documentary|Musical
67695,Observe and Report (2009),Action|Comedy
67734,Adventureland (2009),Comedy|Drama
67788,Confessions of a Shopaholic (2009),Comedy|Romance
67799,The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller
67888,Man on the Flying Trapeze (1935),Comedy
67923,Fast & Furious (Fast and the Furious 4, The) (2009),Action|Crime|Drama|Thriller
67997,In the Loop (2009),Comedy
68073,Pirate Radio (2009),Comedy|Drama
68135,17 Again (2009),Comedy|Drama
68157,Inglourious Basterds (2009),Action|Drama|War
68159,State of Play (2009),Crime|Drama|Thriller
68194,Damned United, The (2009),Drama
68205,Crank: High Voltage (2009),Action|Comedy|Crime
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
68269,Young Victoria, The (2009),Drama|Romance
68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller
68347,Sin Nombre (2009),Crime|Drama|Thriller
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
68444,Great Buck Howard, The (2008),Comedy
68480,Flatfoot on the Nile (Piedone d'Egitto) (1980),Action|Comedy|Crime
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War
68522,Earth (2007),Documentary
68536,Stanley Kubrick: A Life in Pictures (2001),Documentary
68552,Crossing Over (2009),Drama
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
68597,Scorpio (1973),Action|Drama|Thriller
68600,Balls Out: Gary the Tennis Coach (2009),Comedy
68650,Powder Blue (2009),Drama
68659,Fanboys (2009),Adventure|Comedy|Drama
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX
68835,Were the World Mine (2008),Adventure|Fantasy|Musical|Romance
68848,Brothers Bloom, The (2008),Adventure|Comedy|Crime|Romance
68872,Paisan (Paisà) (1946),Drama|War
68886,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006),Comedy|Romance
68932,Soloist, The (2009),Drama|Musical
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi
68952,Drag Me to Hell (2009),Comedy|Horror
68954,Up (2009),Adventure|Animation|Children|Drama
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama
69069,Fired Up (2009),Comedy
69118,In the Electric Mist (2009),Drama|Mystery
69122,Hangover, The (2009),Comedy|Crime
69131,Killshot (2008),Action|Crime|Drama|Thriller
69134,Antichrist (2009),Drama|Fantasy
69140,Sweeney Todd (2006),Crime|Drama|Horror|Thriller
69211,Boy Eats Girl (2005),Comedy|Horror
69224,Marius and Jeanette (Marius et Jeannette) (1997),Comedy|Drama|Romance
69227,Ernest Rides Again (1993),Children|Comedy
69251,Special (2006),Drama|Fantasy
69275,Dead Snow (Død snø) (2009),Action|Adventure|Comedy|Horror
69278,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi
69304,Imagine That (2009),Comedy|Drama|Fantasy
69306,Taking of Pelham 1 2 3, The (2009),Crime|Drama|Thriller
69394,Stoning of Soraya M., The (2008),Crime|Drama
69406,Proposal, The (2009),Comedy|Romance
69436,Year One (2009),Adventure|Comedy
69453,Land That Time Forgot, The (1975),Adventure|Sci-Fi
69469,Garfield's Pet Force (2009),Animation
69481,Hurt Locker, The (2008),Action|Drama|Thriller|War
69495,Breakfast with Scot (2007),Drama|Romance
69516,Limits of Control, The (2009),Crime|Drama|Film-Noir
69524,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller
69526,Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX
69529,Home (2009),Documentary
69604,Whatever Works (2009),Comedy|Romance
69606,Ghosts of Girlfriends Past (2009),Comedy|Fantasy|Romance
69640,Public Enemies (2009),Crime|Drama|Thriller
69644,Ice Age: Dawn of the Dinosaurs (2009),Action|Adventure|Animation|Children|Comedy|Romance
69654,Prison Break: The Final Break (2009),Action|Drama|Thriller
