movieId,title,genres
37477,Man, The (2005),Action|Comedy|Crime
37495,Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller
37545,Woyzeck (1979),Drama
37720,Exorcism of Emily Rose, The (2005),Crime|Drama|Horror|Thriller
37727,Flightplan (2005),Action|Drama|Thriller
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama
37733,History of Violence, A (2005),Action|Crime|Drama|Thriller
37736,Oliver Twist (2005),Drama
37739,Greatest Game Ever Played, The (2005),Drama
37741,Capote (2005),Crime|Drama
37830,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi
37844,Roll Bounce (2005),Comedy|Drama|Romance
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
38095,Bittersweet Life, A (Dalkomhan insaeng) (2005),Action|Crime|Drama
38159,Short Film About Love, A (Krótki film o milosci) (1988),Drama|Romance
38164,All This, and Heaven Too (1940),Drama|Romance
38198,Darwin's Nightmare (2004),Documentary
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy
38304,No Direction Home: Bob Dylan (2005),Documentary
38388,Goal! The Dream Begins (Goal!) (2005),Drama
38583,Wraith, The (1986),Action|Horror|Sci-Fi|Thriller
38798,In Her Shoes (2005),Comedy|Drama
38886,Squid and the Whale, The (2005),Comedy|Drama
38992,Two for the Money (2005),Drama
39183,Brokeback Mountain (2005),Drama|Romance
39231,Elizabethtown (2005),Comedy|Drama|Romance
39234,North Country (2005),Drama
39292,Good Night, and Good Luck. (2005),Crime|Drama
39307,Dreamer: Inspired by a True Story (2005),Children|Drama
39381,Proposition, The (2005),Crime|Drama|Western
39400,Fog, The (2005),Action|Horror|Mystery|Thriller
39414,Shopgirl (2005),Comedy|Drama|Romance
39427,Stay (2005),Thriller
39435,Legend of Zorro, The (2005),Action|Adventure|Drama|Western
39444,Weather Man, The (2005),Comedy|Drama
39446,Saw II (2005),Horror|Thriller
39449,Prime (2005),Comedy|Drama|Romance
39516,Don't Move (Non ti muovere) (2004),Drama
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy
39801,Great Yokai War, The (Yôkai daisensô) (2005),Adventure|Comedy|Fantasy|Horror
39869,Manderlay (2005),Drama
40148,Revolver (2005),Crime|Drama|Thriller
40278,Jarhead (2005),Action|Drama|War
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi
40412,Dead Man's Shoes (2004),Crime|Thriller
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War
40478,Night of the Lepus (1972),Horror|Sci-Fi|Thriller
40491,Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990),Comedy|Drama
40578,Sword of the Beast (Kedamono no ken) (1965),Action|Drama
40581,Just Friends (2005),Comedy|Romance
40583,Syriana (2005),Drama|Thriller
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy|Drama
40614,Derailed (2005),Drama|Thriller
40617,Creep (2004),Horror|Thriller
40629,Pride & Prejudice (2005),Drama|Romance
40697,Babylon 5,Sci-Fi
40723,Wolf Creek (2005),Crime|Horror|Thriller
40732,Descent, The (2005),Adventure|Drama|Horror|Thriller
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
40819,Walk the Line (2005),Drama|Musical|Romance
40826,Rent (2005),Drama|Musical|Romance
40851,Zathura (2005),Action|Adventure|Children|Fantasy
40870,C.R.A.Z.Y. (2005),Drama
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical
40955,Breakfast on Pluto (2005),Comedy|Drama
40959,Ice Harvest, The (2005),Action|Comedy|Crime|Thriller
40962,Yours, Mine and Ours (2005),Comedy|Romance
40966,Libertine, The (2004),Drama
41014,Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970),Crime|Horror|Mystery|Thriller
41285,Match Point (2005),Crime|Drama|Romance
41527,Paradise Now (2005),Crime|Drama|Thriller|War
41566,Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005),Adventure|Children|Fantasy
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller
41571,Memoirs of a Geisha (2005),Drama|Romance
41573,Family Stone, The (2005),Comedy|Drama|Romance
41617,Havoc (2005),Crime|Drama|Romance
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),Action|Drama
41712,Room for Romeo Brass, A (1999),Comedy|Drama
41716,Matador, The (2005),Comedy|Drama|Thriller
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary
41769,Mozart and the Whale (2005),Comedy|Drama|Romance
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),Comedy|War
41863,Three Burials of Melquiades Estrada, The (2006),Adventure|Crime|Drama
41997,Munich (2005),Action|Crime|Drama|Thriller
42002,Producers, The (2005),Comedy|Musical
42004,Transamerica (2005),Adventure|Comedy|Drama
42007,Rumor Has It... (2005),Comedy|Drama|Romance
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy
42011,Fun with Dick and Jane (2005),Comedy|Crime
42013,Ringer, The (2005),Comedy
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance
42018,Mrs. Henderson Presents (2005),Comedy|Drama
42176,Ear, The (Ucho) (1970),Drama|Thriller
42191,Luxo Jr. (1986),Animation|Children
42285,Dentist, The (1996),Horror|Thriller
42418,New World, The (2005),Adventure|Drama|Romance
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi
42556,7 Faces of Dr. Lao (1964),Fantasy|Mystery|Western
42559,Samurai Assassin (Samurai) (1965),Action|Adventure|Drama
42602,Boys of Baraka, The (2005),Documentary
